SimNum,P,Q,time,I
0,0.464,0.96318,0,2
0,0.464,0.96318,1,83
0,0.464,0.96318,2,1526
0,0.464,0.96318,3,389
0,0.464,0.96318,4,0
1,0.464,0.96318,0,2
1,0.464,0.96318,1,62
1,0.464,0.96318,2,1367
1,0.464,0.96318,3,569
1,0.464,0.96318,4,0
2,0.464,0.96318,0,2
2,0.464,0.96318,1,83
2,0.464,0.96318,2,1571
2,0.464,0.96318,3,344
2,0.464,0.96318,4,0
3,0.464,0.96318,0,2
3,0.464,0.96318,1,66
3,0.464,0.96318,2,1390
3,0.464,0.96318,3,542
3,0.464,0.96318,4,0
4,0.464,0.96318,0,2
4,0.464,0.96318,1,89
4,0.464,0.96318,2,1571
4,0.464,0.96318,3,338
4,0.464,0.96318,4,0
5,0.464,0.96318,0,2
5,0.464,0.96318,1,70
5,0.464,0.96318,2,1450
5,0.464,0.96318,3,478
5,0.464,0.96318,4,0
6,0.464,0.96318,0,2
6,0.464,0.96318,1,82
6,0.464,0.96318,2,1512
6,0.464,0.96318,3,404
6,0.464,0.96318,4,0
7,0.464,0.96318,0,2
7,0.464,0.96318,1,71
7,0.464,0.96318,2,1450
7,0.464,0.96318,3,477
7,0.464,0.96318,4,0
8,0.464,0.96318,0,2
8,0.464,0.96318,1,83
8,0.464,0.96318,2,1543
8,0.464,0.96318,3,372
8,0.464,0.96318,4,0
9,0.464,0.96318,0,2
9,0.464,0.96318,1,76
9,0.464,0.96318,2,1491
9,0.464,0.96318,3,431
9,0.464,0.96318,4,0
10,0.464,0.96318,0,2
10,0.464,0.96318,1,87
10,0.464,0.96318,2,1610
10,0.464,0.96318,3,301
10,0.464,0.96318,4,0
11,0.464,0.96318,0,2
11,0.464,0.96318,1,94
11,0.464,0.96318,2,1591
11,0.464,0.96318,3,313
11,0.464,0.96318,4,0
12,0.464,0.96318,0,2
12,0.464,0.96318,1,76
12,0.464,0.96318,2,1541
12,0.464,0.96318,3,381
12,0.464,0.96318,4,0
13,0.464,0.96318,0,2
13,0.464,0.96318,1,73
13,0.464,0.96318,2,1495
13,0.464,0.96318,3,430
13,0.464,0.96318,4,0
14,0.464,0.96318,0,2
14,0.464,0.96318,1,84
14,0.464,0.96318,2,1534
14,0.464,0.96318,3,380
14,0.464,0.96318,4,0
15,0.464,0.96318,0,2
15,0.464,0.96318,1,87
15,0.464,0.96318,2,1585
15,0.464,0.96318,3,326
15,0.464,0.96318,4,0
16,0.464,0.96318,0,2
16,0.464,0.96318,1,86
16,0.464,0.96318,2,1538
16,0.464,0.96318,3,374
16,0.464,0.96318,4,0
17,0.464,0.96318,0,2
17,0.464,0.96318,1,74
17,0.464,0.96318,2,1472
17,0.464,0.96318,3,452
17,0.464,0.96318,4,0
18,0.464,0.96318,0,2
18,0.464,0.96318,1,70
18,0.464,0.96318,2,1493
18,0.464,0.96318,3,435
18,0.464,0.96318,4,0
19,0.464,0.96318,0,2
19,0.464,0.96318,1,82
19,0.464,0.96318,2,1571
19,0.464,0.96318,3,345
19,0.464,0.96318,4,0
20,0.464,0.96318,0,2
20,0.464,0.96318,1,81
20,0.464,0.96318,2,1535
20,0.464,0.96318,3,382
20,0.464,0.96318,4,0
21,0.464,0.96318,0,2
21,0.464,0.96318,1,76
21,0.464,0.96318,2,1532
21,0.464,0.96318,3,390
21,0.464,0.96318,4,0
22,0.464,0.96318,0,2
22,0.464,0.96318,1,77
22,0.464,0.96318,2,1515
22,0.464,0.96318,3,406
22,0.464,0.96318,4,0
23,0.464,0.96318,0,2
23,0.464,0.96318,1,66
23,0.464,0.96318,2,1454
23,0.464,0.96318,3,478
23,0.464,0.96318,4,0
24,0.464,0.96318,0,2
24,0.464,0.96318,1,77
24,0.464,0.96318,2,1461
24,0.464,0.96318,3,460
24,0.464,0.96318,4,0
25,0.464,0.96318,0,2
25,0.464,0.96318,1,82
25,0.464,0.96318,2,1510
25,0.464,0.96318,3,406
25,0.464,0.96318,4,0
26,0.464,0.96318,0,2
26,0.464,0.96318,1,72
26,0.464,0.96318,2,1453
26,0.464,0.96318,3,473
