SimNum,P,Q,time,I
0,0.496,0.8,0,2
0,0.496,0.8,1,355
0,0.496,0.8,2,1643
0,0.496,0.8,3,0
1,0.496,0.8,0,2
1,0.496,0.8,1,408
1,0.496,0.8,2,1590
1,0.496,0.8,3,0
2,0.496,0.8,0,2
2,0.496,0.8,1,380
2,0.496,0.8,2,1618
2,0.496,0.8,3,0
3,0.496,0.8,0,2
3,0.496,0.8,1,402
3,0.496,0.8,2,1596
3,0.496,0.8,3,0
4,0.496,0.8,0,2
4,0.496,0.8,1,359
4,0.496,0.8,2,1639
4,0.496,0.8,3,0
5,0.496,0.8,0,2
5,0.496,0.8,1,345
5,0.496,0.8,2,1653
5,0.496,0.8,3,0
6,0.496,0.8,0,2
6,0.496,0.8,1,391
6,0.496,0.8,2,1607
6,0.496,0.8,3,0
7,0.496,0.8,0,2
7,0.496,0.8,1,390
7,0.496,0.8,2,1608
7,0.496,0.8,3,0
8,0.496,0.8,0,2
8,0.496,0.8,1,400
8,0.496,0.8,2,1598
8,0.496,0.8,3,0
9,0.496,0.8,0,2
9,0.496,0.8,1,384
9,0.496,0.8,2,1614
9,0.496,0.8,3,0
10,0.496,0.8,0,2
10,0.496,0.8,1,386
10,0.496,0.8,2,1612
10,0.496,0.8,3,0
11,0.496,0.8,0,2
11,0.496,0.8,1,378
11,0.496,0.8,2,1620
11,0.496,0.8,3,0
12,0.496,0.8,0,2
12,0.496,0.8,1,376
12,0.496,0.8,2,1622
12,0.496,0.8,3,0
13,0.496,0.8,0,2
13,0.496,0.8,1,352
13,0.496,0.8,2,1646
13,0.496,0.8,3,0
14,0.496,0.8,0,2
14,0.496,0.8,1,391
14,0.496,0.8,2,1607
14,0.496,0.8,3,0
15,0.496,0.8,0,2
15,0.496,0.8,1,375
15,0.496,0.8,2,1623
15,0.496,0.8,3,0
16,0.496,0.8,0,2
16,0.496,0.8,1,365
16,0.496,0.8,2,1633
16,0.496,0.8,3,0
17,0.496,0.8,0,2
17,0.496,0.8,1,383
17,0.496,0.8,2,1615
17,0.496,0.8,3,0
18,0.496,0.8,0,2
18,0.496,0.8,1,419
18,0.496,0.8,2,1579
18,0.496,0.8,3,0
19,0.496,0.8,0,2
19,0.496,0.8,1,405
19,0.496,0.8,2,1593
19,0.496,0.8,3,0
20,0.496,0.8,0,2
20,0.496,0.8,1,384
20,0.496,0.8,2,1614
20,0.496,0.8,3,0
21,0.496,0.8,0,2
21,0.496,0.8,1,372
21,0.496,0.8,2,1626
21,0.496,0.8,3,0
22,0.496,0.8,0,2
22,0.496,0.8,1,363
22,0.496,0.8,2,1635
22,0.496,0.8,3,0
23,0.496,0.8,0,2
23,0.496,0.8,1,395
23,0.496,0.8,2,1603
23,0.496,0.8,3,0
24,0.496,0.8,0,2
24,0.496,0.8,1,386
24,0.496,0.8,2,1612
24,0.496,0.8,3,0
25,0.496,0.8,0,2
25,0.496,0.8,1,382
25,0.496,0.8,2,1616
25,0.496,0.8,3,0
26,0.496,0.8,0,2
26,0.496,0.8,1,380
26,0.496,0.8,2,1618
26,0.496,0.8,3,0
27,0.496,0.8,0,2
27,0.496,0.8,1,382
27,0.496,0.8,2,1616
27,0.496,0.8,3,0
28,0.496,0.8,0,2
28,0.496,0.8,1,397
28,0.496,0.8,2,1601
28,0.496,0.8,3,0
29,0.496,0.8,0,2
29,0.496,0.8,1,403
29,0.496,0.8,2,1595
29,0.496,0.8,3,0
30,0.496,0.8,0,2
30,0.496,0.8,1,381
30,0.496,0.8,2,1617
30,0.496,0.8,3,0
31,0.496,0.8,0,2
31,0.496,0.8,1,417
31,0.496,0.8,2,1581
31,0.496,0.8,3,0
32,0.496,0.8,0,2
32,0.496,0.8,1,378
32,0.496,0.8,2,1620
32,0.496,0.8,3,0
33,0.496,0.8,0,2
33,0.496,0.8,1,405
33,0.496,0.8,2,1593
33,0.496,0.8,3,0
34,0.496,0.8,0,2
34,0.496,0.8,1,340
34,0.496,0.8,2,1658
34,0.496,0.8,3,0
35,0.496,0.8,0,2
35,0.496,0.8,1,366
35,0.496,0.8,2,1632
35,0.496,0.8,3,0
36,0.496,0.8,0,2
36,0.496,0.8,1,365
36,0.496,0.8,2,1633
36,0.496,0.8,3,0
37,0.496,0.8,0,2
37,0.496,0.8,1,386
37,0.496,0.8,2,1612
37,0.496,0.8,3,0
38,0.496,0.8,0,2
38,0.496,0.8,1,387
38,0.496,0.8,2,1611
38,0.496,0.8,3,0
39,0.496,0.8,0,2
39,0.496,0.8,1,372
39,0.496,0.8,2,1626
39,0.496,0.8,3,0
40,0.496,0.8,0,2
40,0.496,0.8,1,422
40,0.496,0.8,2,1576
40,0.496,0.8,3,0
41,0.496,0.8,0,2
41,0.496,0.8,1,383
41,0.496,0.8,2,1615
41,0.496,0.8,3,0
42,0.496,0.8,0,2
42,0.496,0.8,1,416
42,0.496,0.8,2,1582
42,0.496,0.8,3,0
43,0.496,0.8,0,2
43,0.496,0.8,1,378
43,0.496,0.8,2,1620
43,0.496,0.8,3,0
44,0.496,0.8,0,2
44,0.496,0.8,1,401
44,0.496,0.8,2,1597
44,0.496,0.8,3,0
45,0.496,0.8,0,2
45,0.496,0.8,1,400
45,0.496,0.8,2,1598
45,0.496,0.8,3,0
46,0.496,0.8,0,2
46,0.496,0.8,1,377
46,0.496,0.8,2,1621
46,0.496,0.8,3,0
47,0.496,0.8,0,2
47,0.496,0.8,1,394
47,0.496,0.8,2,1604
47,0.496,0.8,3,0
48,0.496,0.8,0,2
48,0.496,0.8,1,359
48,0.496,0.8,2,1639
48,0.496,0.8,3,0
49,0.496,0.8,0,2
49,0.496,0.8,1,387
49,0.496,0.8,2,1611
49,0.496,0.8,3,0
