SimNum,P,Q,time,I
0,0.584,0.8796,0,2
0,0.584,0.8796,1,176
0,0.584,0.8796,2,1822
0,0.584,0.8796,3,0
1,0.584,0.8796,0,2
1,0.584,0.8796,1,203
1,0.584,0.8796,2,1795
1,0.584,0.8796,3,0
2,0.584,0.8796,0,2
2,0.584,0.8796,1,200
2,0.584,0.8796,2,1798
2,0.584,0.8796,3,0
3,0.584,0.8796,0,2
3,0.584,0.8796,1,181
3,0.584,0.8796,2,1817
3,0.584,0.8796,3,0
4,0.584,0.8796,0,2
4,0.584,0.8796,1,186
4,0.584,0.8796,2,1812
4,0.584,0.8796,3,0
5,0.584,0.8796,0,2
5,0.584,0.8796,1,201
5,0.584,0.8796,2,1797
5,0.584,0.8796,3,0
6,0.584,0.8796,0,2
6,0.584,0.8796,1,190
6,0.584,0.8796,2,1808
6,0.584,0.8796,3,0
7,0.584,0.8796,0,2
7,0.584,0.8796,1,196
7,0.584,0.8796,2,1802
7,0.584,0.8796,3,0
8,0.584,0.8796,0,2
8,0.584,0.8796,1,184
8,0.584,0.8796,2,1814
8,0.584,0.8796,3,0
9,0.584,0.8796,0,2
9,0.584,0.8796,1,189
9,0.584,0.8796,2,1809
9,0.584,0.8796,3,0
10,0.584,0.8796,0,2
10,0.584,0.8796,1,190
10,0.584,0.8796,2,1808
10,0.584,0.8796,3,0
11,0.584,0.8796,0,2
11,0.584,0.8796,1,183
11,0.584,0.8796,2,1815
11,0.584,0.8796,3,0
12,0.584,0.8796,0,2
12,0.584,0.8796,1,212
12,0.584,0.8796,2,1786
12,0.584,0.8796,3,0
13,0.584,0.8796,0,2
13,0.584,0.8796,1,183
13,0.584,0.8796,2,1815
13,0.584,0.8796,3,0
14,0.584,0.8796,0,2
14,0.584,0.8796,1,208
14,0.584,0.8796,2,1790
14,0.584,0.8796,3,0
15,0.584,0.8796,0,2
15,0.584,0.8796,1,191
15,0.584,0.8796,2,1807
15,0.584,0.8796,3,0
16,0.584,0.8796,0,2
16,0.584,0.8796,1,182
16,0.584,0.8796,2,1815
16,0.584,0.8796,3,1
16,0.584,0.8796,4,0
17,0.584,0.8796,0,2
17,0.584,0.8796,1,195
17,0.584,0.8796,2,1803
17,0.584,0.8796,3,0
18,0.584,0.8796,0,2
18,0.584,0.8796,1,188
18,0.584,0.8796,2,1810
18,0.584,0.8796,3,0
19,0.584,0.8796,0,2
19,0.584,0.8796,1,179
19,0.584,0.8796,2,1819
19,0.584,0.8796,3,0
20,0.584,0.8796,0,2
20,0.584,0.8796,1,194
