SimNum,P,Q,time,I
0,0.48,0.8099500000000001,0,2
0,0.48,0.8099500000000001,1,367
0,0.48,0.8099500000000001,2,1631
0,0.48,0.8099500000000001,3,0
1,0.48,0.8099500000000001,0,2
1,0.48,0.8099500000000001,1,365
1,0.48,0.8099500000000001,2,1633
1,0.48,0.8099500000000001,3,0
2,0.48,0.8099500000000001,0,2
2,0.48,0.8099500000000001,1,378
2,0.48,0.8099500000000001,2,1620
2,0.48,0.8099500000000001,3,0
3,0.48,0.8099500000000001,0,2
3,0.48,0.8099500000000001,1,363
3,0.48,0.8099500000000001,2,1635
3,0.48,0.8099500000000001,3,0
4,0.48,0.8099500000000001,0,2
4,0.48,0.8099500000000001,1,389
4,0.48,0.8099500000000001,2,1609
4,0.48,0.8099500000000001,3,0
5,0.48,0.8099500000000001,0,2
5,0.48,0.8099500000000001,1,391
5,0.48,0.8099500000000001,2,1607
5,0.48,0.8099500000000001,3,0
6,0.48,0.8099500000000001,0,2
6,0.48,0.8099500000000001,1,379
6,0.48,0.8099500000000001,2,1619
6,0.48,0.8099500000000001,3,0
7,0.48,0.8099500000000001,0,2
7,0.48,0.8099500000000001,1,377
7,0.48,0.8099500000000001,2,1621
7,0.48,0.8099500000000001,3,0
8,0.48,0.8099500000000001,0,2
8,0.48,0.8099500000000001,1,396
8,0.48,0.8099500000000001,2,1602
8,0.48,0.8099500000000001,3,0
9,0.48,0.8099500000000001,0,2
9,0.48,0.8099500000000001,1,388
9,0.48,0.8099500000000001,2,1610
9,0.48,0.8099500000000001,3,0
10,0.48,0.8099500000000001,0,2
10,0.48,0.8099500000000001,1,379
10,0.48,0.8099500000000001,2,1619
10,0.48,0.8099500000000001,3,0
11,0.48,0.8099500000000001,0,2
11,0.48,0.8099500000000001,1,389
11,0.48,0.8099500000000001,2,1609
11,0.48,0.8099500000000001,3,0
12,0.48,0.8099500000000001,0,2
12,0.48,0.8099500000000001,1,385
12,0.48,0.8099500000000001,2,1613
12,0.48,0.8099500000000001,3,0
13,0.48,0.8099500000000001,0,2
13,0.48,0.8099500000000001,1,353
13,0.48,0.8099500000000001,2,1645
13,0.48,0.8099500000000001,3,0
14,0.48,0.8099500000000001,0,2
14,0.48,0.8099500000000001,1,377
14,0.48,0.8099500000000001,2,1621
14,0.48,0.8099500000000001,3,0
15,0.48,0.8099500000000001,0,2
15,0.48,0.8099500000000001,1,387
15,0.48,0.8099500000000001,2,1611
15,0.48,0.8099500000000001,3,0
16,0.48,0.8099500000000001,0,2
16,0.48,0.8099500000000001,1,346
16,0.48,0.8099500000000001,2,1652
16,0.48,0.8099500000000001,3,0
17,0.48,0.8099500000000001,0,2
17,0.48,0.8099500000000001,1,368
17,0.48,0.8099500000000001,2,1630
17,0.48,0.8099500000000001,3,0
18,0.48,0.8099500000000001,0,2
18,0.48,0.8099500000000001,1,381
18,0.48,0.8099500000000001,2,1617
18,0.48,0.8099500000000001,3,0
19,0.48,0.8099500000000001,0,2
19,0.48,0.8099500000000001,1,379
19,0.48,0.8099500000000001,2,1619
19,0.48,0.8099500000000001,3,0
20,0.48,0.8099500000000001,0,2
20,0.48,0.8099500000000001,1,367
20,0.48,0.8099500000000001,2,1631
20,0.48,0.8099500000000001,3,0
21,0.48,0.8099500000000001,0,2
21,0.48,0.8099500000000001,1,360
21,0.48,0.8099500000000001,2,1638
21,0.48,0.8099500000000001,3,0
22,0.48,0.8099500000000001,0,2
22,0.48,0.8099500000000001,1,369
22,0.48,0.8099500000000001,2,1629
22,0.48,0.8099500000000001,3,0
23,0.48,0.8099500000000001,0,2
23,0.48,0.8099500000000001,1,384
23,0.48,0.8099500000000001,2,1614
23,0.48,0.8099500000000001,3,0
24,0.48,0.8099500000000001,0,2
24,0.48,0.8099500000000001,1,394
24,0.48,0.8099500000000001,2,1604
24,0.48,0.8099500000000001,3,0
25,0.48,0.8099500000000001,0,2
25,0.48,0.8099500000000001,1,366
25,0.48,0.8099500000000001,2,1632
25,0.48,0.8099500000000001,3,0
26,0.48,0.8099500000000001,0,2
26,0.48,0.8099500000000001,1,394
26,0.48,0.8099500000000001,2,1604
26,0.48,0.8099500000000001,3,0
27,0.48,0.8099500000000001,0,2
27,0.48,0.8099500000000001,1,375
27,0.48,0.8099500000000001,2,1623
27,0.48,0.8099500000000001,3,0
28,0.48,0.8099500000000001,0,2
28,0.48,0.8099500000000001,1,369
28,0.48,0.8099500000000001,2,1629
28,0.48,0.8099500000000001,3,0
29,0.48,0.8099500000000001,0,2
29,0.48,0.8099500000000001,1,400
29,0.48,0.8099500000000001,2,1598
29,0.48,0.8099500000000001,3,0
30,0.48,0.8099500000000001,0,2
30,0.48,0.8099500000000001,1,386
30,0.48,0.8099500000000001,2,1612
30,0.48,0.8099500000000001,3,0
31,0.48,0.8099500000000001,0,2
31,0.48,0.8099500000000001,1,360
31,0.48,0.8099500000000001,2,1638
31,0.48,0.8099500000000001,3,0
32,0.48,0.8099500000000001,0,2
32,0.48,0.8099500000000001,1,404
32,0.48,0.8099500000000001,2,1594
32,0.48,0.8099500000000001,3,0
33,0.48,0.8099500000000001,0,2
33,0.48,0.8099500000000001,1,372
33,0.48,0.8099500000000001,2,1626
33,0.48,0.8099500000000001,3,0
34,0.48,0.8099500000000001,0,2
34,0.48,0.8099500000000001,1,384
34,0.48,0.8099500000000001,2,1614
34,0.48,0.8099500000000001,3,0
35,0.48,0.8099500000000001,0,2
35,0.48,0.8099500000000001,1,405
35,0.48,0.8099500000000001,2,1593
35,0.48,0.8099500000000001,3,0
36,0.48,0.8099500000000001,0,2
36,0.48,0.8099500000000001,1,341
36,0.48,0.8099500000000001,2,1657
36,0.48,0.8099500000000001,3,0
37,0.48,0.8099500000000001,0,2
37,0.48,0.8099500000000001,1,352
37,0.48,0.8099500000000001,2,1646
37,0.48,0.8099500000000001,3,0
38,0.48,0.8099500000000001,0,2
38,0.48,0.8099500000000001,1,365
38,0.48,0.8099500000000001,2,1633
38,0.48,0.8099500000000001,3,0
39,0.48,0.8099500000000001,0,2
39,0.48,0.8099500000000001,1,402
39,0.48,0.8099500000000001,2,1596
39,0.48,0.8099500000000001,3,0
40,0.48,0.8099500000000001,0,2
40,0.48,0.8099500000000001,1,356
40,0.48,0.8099500000000001,2,1642
40,0.48,0.8099500000000001,3,0
41,0.48,0.8099500000000001,0,2
41,0.48,0.8099500000000001,1,387
41,0.48,0.8099500000000001,2,1611
41,0.48,0.8099500000000001,3,0
42,0.48,0.8099500000000001,0,2
42,0.48,0.8099500000000001,1,351
42,0.48,0.8099500000000001,2,1647
42,0.48,0.8099500000000001,3,0
43,0.48,0.8099500000000001,0,2
43,0.48,0.8099500000000001,1,395
43,0.48,0.8099500000000001,2,1603
43,0.48,0.8099500000000001,3,0
44,0.48,0.8099500000000001,0,2
44,0.48,0.8099500000000001,1,397
44,0.48,0.8099500000000001,2,1601
44,0.48,0.8099500000000001,3,0
45,0.48,0.8099500000000001,0,2
45,0.48,0.8099500000000001,1,380
45,0.48,0.8099500000000001,2,1618
45,0.48,0.8099500000000001,3,0
