SimNum,P,Q,time,I
0,0.792,0.91542,0,2
0,0.792,0.91542,1,58
0,0.792,0.91542,2,1257
0,0.792,0.91542,3,683
0,0.792,0.91542,4,0
1,0.792,0.91542,0,2
1,0.792,0.91542,1,70
1,0.792,0.91542,2,1369
1,0.792,0.91542,3,559
1,0.792,0.91542,4,0
2,0.792,0.91542,0,2
2,0.792,0.91542,1,63
2,0.792,0.91542,2,1321
2,0.792,0.91542,3,614
2,0.792,0.91542,4,0
3,0.792,0.91542,0,2
3,0.792,0.91542,1,78
3,0.792,0.91542,2,1445
3,0.792,0.91542,3,475
3,0.792,0.91542,4,0
4,0.792,0.91542,0,2
4,0.792,0.91542,1,72
4,0.792,0.91542,2,1398
4,0.792,0.91542,3,528
4,0.792,0.91542,4,0
5,0.792,0.91542,0,2
5,0.792,0.91542,1,70
5,0.792,0.91542,2,1411
5,0.792,0.91542,3,517
5,0.792,0.91542,4,0
6,0.792,0.91542,0,2
6,0.792,0.91542,1,50
6,0.792,0.91542,2,1155
6,0.792,0.91542,3,793
6,0.792,0.91542,4,0
7,0.792,0.91542,0,2
7,0.792,0.91542,1,64
7,0.792,0.91542,2,1306
7,0.792,0.91542,3,628
7,0.792,0.91542,4,0
8,0.792,0.91542,0,2
8,0.792,0.91542,1,70
8,0.792,0.91542,2,1388
8,0.792,0.91542,3,540
8,0.792,0.91542,4,0
9,0.792,0.91542,0,2
9,0.792,0.91542,1,71
9,0.792,0.91542,2,1392
9,0.792,0.91542,3,535
9,0.792,0.91542,4,0
10,0.792,0.91542,0,2
10,0.792,0.91542,1,76
10,0.792,0.91542,2,1393
10,0.792,0.91542,3,529
10,0.792,0.91542,4,0
11,0.792,0.91542,0,2
11,0.792,0.91542,1,66
11,0.792,0.91542,2,1306
11,0.792,0.91542,3,626
11,0.792,0.91542,4,0
12,0.792,0.91542,0,2
12,0.792,0.91542,1,65
12,0.792,0.91542,2,1365
12,0.792,0.91542,3,568
12,0.792,0.91542,4,0
13,0.792,0.91542,0,2
13,0.792,0.91542,1,54
13,0.792,0.91542,2,1165
13,0.792,0.91542,3,779
13,0.792,0.91542,4,0
14,0.792,0.91542,0,2
14,0.792,0.91542,1,80
14,0.792,0.91542,2,1461
14,0.792,0.91542,3,457
14,0.792,0.91542,4,0
15,0.792,0.91542,0,2
15,0.792,0.91542,1,59
15,0.792,0.91542,2,1274
15,0.792,0.91542,3,665
15,0.792,0.91542,4,0
16,0.792,0.91542,0,2
16,0.792,0.91542,1,66
16,0.792,0.91542,2,1327
16,0.792,0.91542,3,605
16,0.792,0.91542,4,0
17,0.792,0.91542,0,2
17,0.792,0.91542,1,79
17,0.792,0.91542,2,1461
17,0.792,0.91542,3,458
17,0.792,0.91542,4,0
18,0.792,0.91542,0,2
18,0.792,0.91542,1,57
18,0.792,0.91542,2,1204
18,0.792,0.91542,3,737
18,0.792,0.91542,4,0
19,0.792,0.91542,0,2
19,0.792,0.91542,1,71
19,0.792,0.91542,2,1360
19,0.792,0.91542,3,567
19,0.792,0.91542,4,0
20,0.792,0.91542,0,2
20,0.792,0.91542,1,58
20,0.792,0.91542,2,1242
20,0.792,0.91542,3,698
20,0.792,0.91542,4,0
21,0.792,0.91542,0,2
21,0.792,0.91542,1,67
21,0.792,0.91542,2,1337
21,0.792,0.91542,3,594
21,0.792,0.91542,4,0
22,0.792,0.91542,0,2
22,0.792,0.91542,1,53
22,0.792,0.91542,2,1182
22,0.792,0.91542,3,763
22,0.792,0.91542,4,0
23,0.792,0.91542,0,2
23,0.792,0.91542,1,78
23,0.792,0.91542,2,1424
23,0.792,0.91542,3,496
23,0.792,0.91542,4,0
24,0.792,0.91542,0,2
24,0.792,0.91542,1,65
24,0.792,0.91542,2,1354
24,0.792,0.91542,3,579
24,0.792,0.91542,4,0
25,0.792,0.91542,0,2
25,0.792,0.91542,1,66
25,0.792,0.91542,2,1357
25,0.792,0.91542,3,575
25,0.792,0.91542,4,0
26,0.792,0.91542,0,2
26,0.792,0.91542,1,77
26,0.792,0.91542,2,1466
26,0.792,0.91542,3,455
26,0.792,0.91542,4,0
27,0.792,0.91542,0,2
27,0.792,0.91542,1,66
27,0.792,0.91542,2,1355
27,0.792,0.91542,3,577
27,0.792,0.91542,4,0
28,0.792,0.91542,0,2
28,0.792,0.91542,1,56
28,0.792,0.91542,2,1237
28,0.792,0.91542,3,705
28,0.792,0.91542,4,0
29,0.792,0.91542,0,2
29,0.792,0.91542,1,61
29,0.792,0.91542,2,1326
29,0.792,0.91542,3,611
29,0.792,0.91542,4,0
30,0.792,0.91542,0,2
30,0.792,0.91542,1,61
30,0.792,0.91542,2,1274
30,0.792,0.91542,3,663
30,0.792,0.91542,4,0
31,0.792,0.91542,0,2
31,0.792,0.91542,1,67
31,0.792,0.91542,2,1325
31,0.792,0.91542,3,606
31,0.792,0.91542,4,0
32,0.792,0.91542,0,2
32,0.792,0.91542,1,60
32,0.792,0.91542,2,1278
32,0.792,0.91542,3,660
32,0.792,0.91542,4,0
33,0.792,0.91542,0,2
33,0.792,0.91542,1,75
33,0.792,0.91542,2,1400
33,0.792,0.91542,3,523
33,0.792,0.91542,4,0
34,0.792,0.91542,0,2
34,0.792,0.91542,1,79
34,0.792,0.91542,2,1475
34,0.792,0.91542,3,444
34,0.792,0.91542,4,0
35,0.792,0.91542,0,2
35,0.792,0.91542,1,89
35,0.792,0.91542,2,1532
35,0.792,0.91542,3,377
35,0.792,0.91542,4,0
36,0.792,0.91542,0,2
36,0.792,0.91542,1,68
36,0.792,0.91542,2,1352
36,0.792,0.91542,3,578
36,0.792,0.91542,4,0
37,0.792,0.91542,0,2
37,0.792,0.91542,1,67
37,0.792,0.91542,2,1348
37,0.792,0.91542,3,583
37,0.792,0.91542,4,0
38,0.792,0.91542,0,2
38,0.792,0.91542,1,74
38,0.792,0.91542,2,1425
38,0.792,0.91542,3,499
38,0.792,0.91542,4,0
39,0.792,0.91542,0,2
39,0.792,0.91542,1,56
39,0.792,0.91542,2,1210
39,0.792,0.91542,3,732
39,0.792,0.91542,4,0
40,0.792,0.91542,0,2
40,0.792,0.91542,1,67
40,0.792,0.91542,2,1301
40,0.792,0.91542,3,630
40,0.792,0.91542,4,0
41,0.792,0.91542,0,2
41,0.792,0.91542,1,59
41,0.792,0.91542,2,1280
41,0.792,0.91542,3,659
41,0.792,0.91542,4,0
42,0.792,0.91542,0,2
42,0.792,0.91542,1,66
42,0.792,0.91542,2,1318
42,0.792,0.91542,3,614
42,0.792,0.91542,4,0
43,0.792,0.91542,0,2
43,0.792,0.91542,1,72
43,0.792,0.91542,2,1385
43,0.792,0.91542,3,541
43,0.792,0.91542,4,0
44,0.792,0.91542,0,2
44,0.792,0.91542,1,56
44,0.792,0.91542,2,1195
44,0.792,0.91542,3,747
44,0.792,0.91542,4,0
45,0.792,0.91542,0,2
45,0.792,0.91542,1,73
45,0.792,0.91542,2,1370
45,0.792,0.91542,3,555
45,0.792,0.91542,4,0
46,0.792,0.91542,0,2
46,0.792,0.91542,1,73
46,0.792,0.91542,2,1369
46,0.792,0.91542,3,556
46,0.792,0.91542,4,0
47,0.792,0.91542,0,2
47,0.792,0.91542,1,59
47,0.792,0.91542,2,1258
47,0.792,0.91542,3,681
47,0.792,0.91542,4,0
48,0.792,0.91542,0,2
48,0.792,0.91542,1,76
48,0.792,0.91542,2,1439
48,0.792,0.91542,3,483
48,0.792,0.91542,4,0
49,0.792,0.91542,0,2
49,0.792,0.91542,1,60
49,0.792,0.91542,2,1254
49,0.792,0.91542,3,684
49,0.792,0.91542,4,0
