SimNum,P,Q,time,I
0,0.28,0.80398,0,2
0,0.28,0.80398,1,525
0,0.28,0.80398,2,1473
0,0.28,0.80398,3,0
1,0.28,0.80398,0,2
1,0.28,0.80398,1,530
1,0.28,0.80398,2,1468
1,0.28,0.80398,3,0
2,0.28,0.80398,0,2
2,0.28,0.80398,1,519
2,0.28,0.80398,2,1479
2,0.28,0.80398,3,0
3,0.28,0.80398,0,2
3,0.28,0.80398,1,494
3,0.28,0.80398,2,1504
3,0.28,0.80398,3,0
4,0.28,0.80398,0,2
4,0.28,0.80398,1,527
4,0.28,0.80398,2,1471
4,0.28,0.80398,3,0
5,0.28,0.80398,0,2
5,0.28,0.80398,1,523
5,0.28,0.80398,2,1475
5,0.28,0.80398,3,0
6,0.28,0.80398,0,2
6,0.28,0.80398,1,526
6,0.28,0.80398,2,1472
6,0.28,0.80398,3,0
7,0.28,0.80398,0,2
7,0.28,0.80398,1,515
7,0.28,0.80398,2,1483
7,0.28,0.80398,3,0
8,0.28,0.80398,0,2
8,0.28,0.80398,1,512
8,0.28,0.80398,2,1486
8,0.28,0.80398,3,0
9,0.28,0.80398,0,2
9,0.28,0.80398,1,495
9,0.28,0.80398,2,1503
9,0.28,0.80398,3,0
10,0.28,0.80398,0,2
10,0.28,0.80398,1,535
10,0.28,0.80398,2,1463
10,0.28,0.80398,3,0
11,0.28,0.80398,0,2
11,0.28,0.80398,1,541
11,0.28,0.80398,2,1457
11,0.28,0.80398,3,0
12,0.28,0.80398,0,2
12,0.28,0.80398,1,508
12,0.28,0.80398,2,1490
12,0.28,0.80398,3,0
13,0.28,0.80398,0,2
13,0.28,0.80398,1,513
13,0.28,0.80398,2,1485
13,0.28,0.80398,3,0
14,0.28,0.80398,0,2
14,0.28,0.80398,1,526
14,0.28,0.80398,2,1472
14,0.28,0.80398,3,0
15,0.28,0.80398,0,2
15,0.28,0.80398,1,509
15,0.28,0.80398,2,1489
15,0.28,0.80398,3,0
16,0.28,0.80398,0,2
16,0.28,0.80398,1,536
16,0.28,0.80398,2,1462
16,0.28,0.80398,3,0
17,0.28,0.80398,0,2
17,0.28,0.80398,1,499
17,0.28,0.80398,2,1499
17,0.28,0.80398,3,0
18,0.28,0.80398,0,2
18,0.28,0.80398,1,508
18,0.28,0.80398,2,1490
18,0.28,0.80398,3,0
19,0.28,0.80398,0,2
19,0.28,0.80398,1,553
19,0.28,0.80398,2,1445
19,0.28,0.80398,3,0
20,0.28,0.80398,0,2
20,0.28,0.80398,1,551
20,0.28,0.80398,2,1447
20,0.28,0.80398,3,0
21,0.28,0.80398,0,2
21,0.28,0.80398,1,548
21,0.28,0.80398,2,1450
21,0.28,0.80398,3,0
22,0.28,0.80398,0,2
22,0.28,0.80398,1,551
22,0.28,0.80398,2,1447
22,0.28,0.80398,3,0
23,0.28,0.80398,0,2
23,0.28,0.80398,1,519
23,0.28,0.80398,2,1479
23,0.28,0.80398,3,0
24,0.28,0.80398,0,2
24,0.28,0.80398,1,501
24,0.28,0.80398,2,1497
24,0.28,0.80398,3,0
25,0.28,0.80398,0,2
25,0.28,0.80398,1,518
25,0.28,0.80398,2,1480
25,0.28,0.80398,3,0
26,0.28,0.80398,0,2
26,0.28,0.80398,1,514
26,0.28,0.80398,2,1484
26,0.28,0.80398,3,0
27,0.28,0.80398,0,2
27,0.28,0.80398,1,524
27,0.28,0.80398,2,1474
27,0.28,0.80398,3,0
28,0.28,0.80398,0,2
28,0.28,0.80398,1,517
28,0.28,0.80398,2,1481
28,0.28,0.80398,3,0
29,0.28,0.80398,0,2
29,0.28,0.80398,1,517
29,0.28,0.80398,2,1481
29,0.28,0.80398,3,0
30,0.28,0.80398,0,2
30,0.28,0.80398,1,524
30,0.28,0.80398,2,1474
30,0.28,0.80398,3,0
31,0.28,0.80398,0,2
31,0.28,0.80398,1,509
31,0.28,0.80398,2,1489
31,0.28,0.80398,3,0
32,0.28,0.80398,0,2
32,0.28,0.80398,1,541
32,0.28,0.80398,2,1457
32,0.28,0.80398,3,0
33,0.28,0.80398,0,2
33,0.28,0.80398,1,511
33,0.28,0.80398,2,1487
33,0.28,0.80398,3,0
34,0.28,0.80398,0,2
34,0.28,0.80398,1,520
34,0.28,0.80398,2,1478
34,0.28,0.80398,3,0
35,0.28,0.80398,0,2
35,0.28,0.80398,1,528
35,0.28,0.80398,2,1470
35,0.28,0.80398,3,0
36,0.28,0.80398,0,2
36,0.28,0.80398,1,505
36,0.28,0.80398,2,1493
36,0.28,0.80398,3,0
37,0.28,0.80398,0,2
37,0.28,0.80398,1,520
37,0.28,0.80398,2,1478
37,0.28,0.80398,3,0
38,0.28,0.80398,0,2
38,0.28,0.80398,1,518
38,0.28,0.80398,2,1480
38,0.28,0.80398,3,0
39,0.28,0.80398,0,2
39,0.28,0.80398,1,504
39,0.28,0.80398,2,1494
39,0.28,0.80398,3,0
40,0.28,0.80398,0,2
40,0.28,0.80398,1,517
40,0.28,0.80398,2,1481
40,0.28,0.80398,3,0
41,0.28,0.80398,0,2
41,0.28,0.80398,1,527
41,0.28,0.80398,2,1471
41,0.28,0.80398,3,0
42,0.28,0.80398,0,2
42,0.28,0.80398,1,527
42,0.28,0.80398,2,1471
42,0.28,0.80398,3,0
43,0.28,0.80398,0,2
43,0.28,0.80398,1,534
43,0.28,0.80398,2,1464
43,0.28,0.80398,3,0
44,0.28,0.80398,0,2
44,0.28,0.80398,1,528
44,0.28,0.80398,2,1470
44,0.28,0.80398,3,0
45,0.28,0.80398,0,2
45,0.28,0.80398,1,518
45,0.28,0.80398,2,1480
45,0.28,0.80398,3,0
46,0.28,0.80398,0,2
46,0.28,0.80398,1,534
46,0.28,0.80398,2,1464
46,0.28,0.80398,3,0
47,0.28,0.80398,0,2
47,0.28,0.80398,1,551
47,0.28,0.80398,2,1447
47,0.28,0.80398,3,0
48,0.28,0.80398,0,2
48,0.28,0.80398,1,535
48,0.28,0.80398,2,1463
48,0.28,0.80398,3,0
49,0.28,0.80398,0,2
49,0.28,0.80398,1,527
49,0.28,0.80398,2,1471
49,0.28,0.80398,3,0
