SimNum,P,Q,time,I
0,0.112,0.85174,0,2
0,0.112,0.85174,1,485
0,0.112,0.85174,2,1513
0,0.112,0.85174,3,0
1,0.112,0.85174,0,2
1,0.112,0.85174,1,500
1,0.112,0.85174,2,1498
1,0.112,0.85174,3,0
2,0.112,0.85174,0,2
2,0.112,0.85174,1,519
2,0.112,0.85174,2,1479
2,0.112,0.85174,3,0
3,0.112,0.85174,0,2
3,0.112,0.85174,1,481
3,0.112,0.85174,2,1517
3,0.112,0.85174,3,0
4,0.112,0.85174,0,2
4,0.112,0.85174,1,475
4,0.112,0.85174,2,1523
4,0.112,0.85174,3,0
5,0.112,0.85174,0,2
5,0.112,0.85174,1,469
5,0.112,0.85174,2,1529
5,0.112,0.85174,3,0
6,0.112,0.85174,0,2
6,0.112,0.85174,1,486
6,0.112,0.85174,2,1512
6,0.112,0.85174,3,0
7,0.112,0.85174,0,2
7,0.112,0.85174,1,463
7,0.112,0.85174,2,1535
7,0.112,0.85174,3,0
8,0.112,0.85174,0,2
8,0.112,0.85174,1,491
8,0.112,0.85174,2,1507
8,0.112,0.85174,3,0
9,0.112,0.85174,0,2
9,0.112,0.85174,1,501
9,0.112,0.85174,2,1497
9,0.112,0.85174,3,0
10,0.112,0.85174,0,2
10,0.112,0.85174,1,500
10,0.112,0.85174,2,1498
10,0.112,0.85174,3,0
11,0.112,0.85174,0,2
11,0.112,0.85174,1,490
11,0.112,0.85174,2,1508
11,0.112,0.85174,3,0
12,0.112,0.85174,0,2
12,0.112,0.85174,1,452
12,0.112,0.85174,2,1546
12,0.112,0.85174,3,0
13,0.112,0.85174,0,2
13,0.112,0.85174,1,481
13,0.112,0.85174,2,1517
13,0.112,0.85174,3,0
14,0.112,0.85174,0,2
14,0.112,0.85174,1,500
14,0.112,0.85174,2,1498
14,0.112,0.85174,3,0
15,0.112,0.85174,0,2
15,0.112,0.85174,1,494
15,0.112,0.85174,2,1504
15,0.112,0.85174,3,0
16,0.112,0.85174,0,2
16,0.112,0.85174,1,480
16,0.112,0.85174,2,1518
16,0.112,0.85174,3,0
17,0.112,0.85174,0,2
17,0.112,0.85174,1,468
17,0.112,0.85174,2,1530
17,0.112,0.85174,3,0
18,0.112,0.85174,0,2
18,0.112,0.85174,1,508
18,0.112,0.85174,2,1490
18,0.112,0.85174,3,0
19,0.112,0.85174,0,2
19,0.112,0.85174,1,500
19,0.112,0.85174,2,1498
19,0.112,0.85174,3,0
20,0.112,0.85174,0,2
20,0.112,0.85174,1,506
20,0.112,0.85174,2,1492
20,0.112,0.85174,3,0
21,0.112,0.85174,0,2
21,0.112,0.85174,1,474
21,0.112,0.85174,2,1524
21,0.112,0.85174,3,0
22,0.112,0.85174,0,2
22,0.112,0.85174,1,503
22,0.112,0.85174,2,1495
22,0.112,0.85174,3,0
23,0.112,0.85174,0,2
23,0.112,0.85174,1,492
23,0.112,0.85174,2,1506
23,0.112,0.85174,3,0
24,0.112,0.85174,0,2
24,0.112,0.85174,1,479
24,0.112,0.85174,2,1519
24,0.112,0.85174,3,0
25,0.112,0.85174,0,2
25,0.112,0.85174,1,495
25,0.112,0.85174,2,1503
25,0.112,0.85174,3,0
26,0.112,0.85174,0,2
26,0.112,0.85174,1,475
26,0.112,0.85174,2,1523
26,0.112,0.85174,3,0
27,0.112,0.85174,0,2
27,0.112,0.85174,1,503
27,0.112,0.85174,2,1495
27,0.112,0.85174,3,0
28,0.112,0.85174,0,2
28,0.112,0.85174,1,484
28,0.112,0.85174,2,1514
28,0.112,0.85174,3,0
29,0.112,0.85174,0,2
29,0.112,0.85174,1,494
29,0.112,0.85174,2,1504
29,0.112,0.85174,3,0
30,0.112,0.85174,0,2
30,0.112,0.85174,1,476
30,0.112,0.85174,2,1522
30,0.112,0.85174,3,0
31,0.112,0.85174,0,2
31,0.112,0.85174,1,517
31,0.112,0.85174,2,1481
31,0.112,0.85174,3,0
32,0.112,0.85174,0,2
32,0.112,0.85174,1,462
32,0.112,0.85174,2,1536
32,0.112,0.85174,3,0
33,0.112,0.85174,0,2
33,0.112,0.85174,1,488
33,0.112,0.85174,2,1510
33,0.112,0.85174,3,0
34,0.112,0.85174,0,2
34,0.112,0.85174,1,458
34,0.112,0.85174,2,1540
34,0.112,0.85174,3,0
35,0.112,0.85174,0,2
35,0.112,0.85174,1,471
35,0.112,0.85174,2,1527
35,0.112,0.85174,3,0
36,0.112,0.85174,0,2
36,0.112,0.85174,1,517
36,0.112,0.85174,2,1481
36,0.112,0.85174,3,0
37,0.112,0.85174,0,2
37,0.112,0.85174,1,499
37,0.112,0.85174,2,1499
37,0.112,0.85174,3,0
38,0.112,0.85174,0,2
38,0.112,0.85174,1,469
38,0.112,0.85174,2,1529
38,0.112,0.85174,3,0
39,0.112,0.85174,0,2
39,0.112,0.85174,1,486
39,0.112,0.85174,2,1512
39,0.112,0.85174,3,0
40,0.112,0.85174,0,2
40,0.112,0.85174,1,494
40,0.112,0.85174,2,1504
40,0.112,0.85174,3,0
41,0.112,0.85174,0,2
41,0.112,0.85174,1,514
41,0.112,0.85174,2,1484
41,0.112,0.85174,3,0
42,0.112,0.85174,0,2
42,0.112,0.85174,1,504
42,0.112,0.85174,2,1494
42,0.112,0.85174,3,0
43,0.112,0.85174,0,2
43,0.112,0.85174,1,492
43,0.112,0.85174,2,1506
43,0.112,0.85174,3,0
44,0.112,0.85174,0,2
44,0.112,0.85174,1,494
44,0.112,0.85174,2,1504
44,0.112,0.85174,3,0
45,0.112,0.85174,0,2
45,0.112,0.85174,1,503
45,0.112,0.85174,2,1495
45,0.112,0.85174,3,0
46,0.112,0.85174,0,2
46,0.112,0.85174,1,498
46,0.112,0.85174,2,1500
46,0.112,0.85174,3,0
47,0.112,0.85174,0,2
47,0.112,0.85174,1,546
47,0.112,0.85174,2,1452
47,0.112,0.85174,3,0
48,0.112,0.85174,0,2
48,0.112,0.85174,1,477
48,0.112,0.85174,2,1521
48,0.112,0.85174,3,0
49,0.112,0.85174,0,2
49,0.112,0.85174,1,504
49,0.112,0.85174,2,1494
49,0.112,0.85174,3,0
